route_id,service_id,trip_id,direction_id,shape_id
952884,1824826,553577220010312,1,30374
952884,1824826,553577320010312,1,30374
952884,1824826,553577420010312,1,30374
952884,1824826,553577520010312,1,30374
952884,1824826,553577620010312,1,30374
952884,1824826,553577720010312,1,30374
952884,1824826,553577820010312,1,30374
952884,1824826,553577920010312,1,30374
952884,1824826,553578020010312,1,30374
952884,1824826,553578120010312,1,30374
952884,1824826,553578220010312,1,30374
952884,1824826,553578320010312,1,30374
952884,1824826,553578420010312,1,30374
952884,1824826,553578520010312,1,30374
952884,1824826,553578620010312,1,30374
952884,1824826,553578720010312,1,30374
952884,1824826,553578820010312,1,30374
952884,1824826,553578920010312,1,30374
952884,1824826,553579020010312,1,30374
952884,1824826,553579120010312,1,30374
952884,1824826,553579220010312,1,30374
952884,1824826,553579320010312,1,30374
952884,1824826,553579420010312,1,30374
952884,1824826,553579520010312,1,30374
952884,1824826,553579620010312,1,30374
952884,1824826,553579720010312,1,30374
952884,1824826,553579820010312,1,30374
952884,1824826,553579920010312,1,30374
952884,1824826,553580020010312,1,30374
952884,1824826,553580120010312,1,30374
952884,1824826,553580220010312,1,30374
952884,1824826,553580320010312,1,30374
952884,1824826,553580420010312,1,30374
952884,1824826,553580520010312,1,30374
952884,1824826,553580620010312,1,30374
952884,1824826,553580720010312,1,30374
952884,1824826,553580820010312,1,30374
952884,1824826,553580920010312,1,30374
952884,1824826,553581020010312,1,30374
952884,1824826,553581120010312,1,30374
952884,1824826,553581220010312,1,30374
952884,1824826,553581320010312,1,30374
952884,1824826,553581420010312,1,30374
952884,1824826,553581520010312,1,30374
952884,1824826,553581620010312,1,30374
952884,1824826,553581720010312,1,30374
952884,1824826,553581820010312,1,30374
952884,1824827,553601920010312,1,30374
952884,1824827,553602020010312,1,30374
952884,1824827,553602120010312,1,30374
952884,1824827,553602220010312,1,30374
952884,1824827,553602320010312,1,30374
952884,1824827,553602420010312,1,30374
952884,1824827,553602520010312,1,30374
952884,1824827,553602620010312,1,30374
952884,1824827,553602720010312,1,30374
952884,1824827,553602820010312,1,30374
952884,1824827,553602920010312,1,30374
952884,1824827,553603020010312,1,30374
952884,1824827,553603120010312,1,30374
952884,1824827,553603220010312,1,30374
952884,1824827,553603320010312,1,30374
952884,1824827,553603420010312,1,30374
952884,1824827,553603520010312,1,30374
952884,1824827,553603620010312,1,30374
952884,1824827,553603720010312,1,30374
952884,1824827,553603820010312,1,30374
952884,1824827,553603920010312,1,30374
952884,1824827,553604020010312,1,30374
952884,1824827,553604120010312,1,30374
952884,1824827,553604220010312,1,30374
952884,1824827,553604320010312,1,30374
952884,1824827,553604420010312,1,30374
952884,1824827,553604520010312,1,30374
952884,1824827,553604620010312,1,30374
952884,1824827,553604720010312,1,30374
952884,1824827,553604820010312,1,30374
952884,1824827,553604920010312,1,30374
952884,1824827,553605020010312,1,30374
952884,1824827,553605120010312,1,30374
952884,1824827,553605220010312,1,30374
952884,1824827,553605320010312,1,30374
952884,1824827,553605420010312,1,30374
952884,1824827,553605520010312,1,30374
952884,1824827,553605620010312,1,30374
952884,1824827,553605720010312,1,30374
952884,1824827,553605820010312,1,30374
952884,1824827,553605920010312,1,30374
952884,1824827,553606020010312,1,30374
952884,1824827,553606120010312,1,30374
952884,1824827,553606220010312,1,30374
952885,1824828,553626123010312,1,30375
952885,1824828,553626223010312,1,30375
952885,1824828,553626323010312,1,30375
952885,1824828,553626423010312,1,30375
952885,1824828,553626523010312,1,30375
952885,1824828,553626623010312,1,30375
952885,1824828,553626723010312,1,30375
952885,1824828,553626823010312,1,30375
952885,1824828,553626923010312,1,30375
952885,1824828,553627023010312,1,30375
952885,1824828,553627123010312,1,30375
952885,1824828,553627223010312,1,30375
952885,1824828,553627323010312,1,30375
952885,1824828,553627423010312,1,30375
952885,1824828,553627523010312,1,30375
952885,1824828,553627623010312,1,30375
952885,1824828,553627723010312,1,30375
952885,1824828,553627823010312,1,30375
952885,1824828,553627923010312,1,30375
952885,1824828,553628023010312,1,30375
952885,1824828,553628123010312,1,30375
952885,1824828,553628223010312,1,30375
952885,1824828,553628323010312,1,30375
952885,1824828,553628423010312,1,30375
952885,1824828,553628523010312,1,30375
952885,1824828,553628623010312,1,30375
952885,1824828,553628723010312,1,30375
952885,1824828,553628823010312,1,30375
952885,1824828,553628923010312,1,30375
952885,1824828,553629023010312,1,30375
952885,1824828,553629123010312,1,30375
952885,1824828,553629223010312,1,30375
952885,1824828,553629323010312,1,30375
952885,1824828,553629423010312,1,30375
952885,1824828,553629523010312,1,30375
952885,1824828,553629623010312,1,30375
952885,1824828,553629723010312,1,30375
952885,1824828,553629823010312,1,30375
952885,1824828,553629923010312,1,30375
952885,1824828,553630023010312,1,30375
952885,1824828,553630123010312,1,30375
952885,1824828,553630223010312,1,30375
952885,1824828,553630323010312,1,30375
952885,1824828,553630423010312,1,30375
952885,1824828,553630523010312,1,30375
952885,1824828,553630623010312,1,30375
952885,1824828,553630723010312,1,30375
952885,1824828,553630823010312,1,30375
952885,1824828,553630923010312,1,30375
952885,1824828,553631023010312,1,30375
952885,1824828,553631123010312,1,30375
952885,1824828,553631223010312,1,30375
952885,1824828,553631323010312,1,30375
952885,1824828,553631423010312,1,30375
952885,1824828,553631523010312,1,30375
952885,1824828,553631623010312,1,30375
952885,1824828,553631723010312,1,30375
952885,1824828,553631823010312,1,30375
952885,1824828,553631923010312,1,30375
952885,1824828,553632023010312,1,30375
952885,1824828,553632123010312,1,30375
952885,1824828,553632223010312,1,30375
952885,1824828,553632323010312,1,30375
952885,1824828,553632423010312,1,30375
952885,1824828,553632523010312,1,30375
952885,1824828,553632623010312,1,30375
952885,1824828,553632723010312,1,30375
952885,1824828,553632823010312,1,30375
952885,1824828,553632923010312,1,30375
952885,1824828,553633023010312,1,30375
952885,1824828,553633123010312,1,30375
952885,1824828,553633223010312,1,30375
952885,1824828,553633323010312,1,30375
952885,1824828,553633423010312,1,30375
952885,1824828,553633523010312,1,30375
952885,1824828,553633623010312,1,30375
952885,1824828,553633723010312,1,30375
952885,1824828,553633823010312,1,30375
952885,1824828,553633923010312,1,30375
952885,1824828,553634023010312,1,30375
952885,1824828,553634123010312,1,30375
952885,1824828,553634223010312,1,30375
952885,1824828,553634323010312,1,30375
952885,1824828,553634423010312,1,30375
952885,1824828,553634523010312,1,30375
952885,1824828,553634623010312,1,30375
952885,1824828,553634723010312,1,30375
952885,1824828,553634823010312,1,30375
952885,1824828,553634923010312,1,30375
952885,1824828,553635023010312,1,30375
952885,1824828,553635123010312,1,30375
952885,1824828,553635223010312,1,30375
952885,1824828,553635323010312,1,30375
952885,1824828,553635423010312,1,30375
952885,1824828,553635523010312,1,30375
952885,1824828,553635623010312,1,30375
952885,1824828,553635723010312,1,30375
952885,1824828,553635823010312,1,30375
952885,1824828,553635923010312,1,30375
952885,1824828,553636023010312,1,30375
952885,1824828,553636123010312,1,30375
952885,1824828,553636223010312,1,30375
952885,1824828,553636323010312,1,30375
952885,1824828,553636423010312,1,30375
952885,1824828,553636523010312,1,30375
952885,1824828,553636623010312,1,30375
952885,1824828,553636723010312,1,30375
952885,1824828,553636823010312,1,30375
952885,1824828,553636923010312,1,30375
952885,1824828,553637023010312,1,30375
952885,1824828,553637123010312,1,30375
952885,1824828,553637223010312,1,30375
952885,1824828,553637323010312,1,30375
952885,1824828,553637423010312,1,30375
952885,1824828,553637523010312,1,30375
952885,1824828,553637623010312,1,30375
952885,1824828,553637723010312,1,30375
952885,1824828,553637823010312,1,30375
952885,1824828,553637923010312,1,30375
952885,1824828,553638023010312,1,30375
952885,1824828,553638123010312,1,30375
952885,1824828,553638223010312,1,30375
952885,1824828,553638323010312,1,30375
952885,1824828,553638423010312,1,30375
952885,1824828,553638523010312,1,30375
952885,1824828,553638623010312,1,30375
952885,1824828,553638723010312,1,30375
952885,1824828,553638823010312,1,30375
952885,1824828,553638923010312,1,30375
952885,1824828,553639023010312,1,30375
952885,1824828,553639123010312,1,30375
952885,1824828,553639223010312,1,30375
952885,1824828,553639323010312,1,30375
952885,1824828,553639423010312,1,30375
952885,1824828,553639523010312,1,30375
952885,1824828,553639623010312,1,30375
952885,1824828,553639723010312,1,30375
952885,1824828,553639823010312,1,30375
952885,1824828,553639923010312,1,30375
952885,1824828,553640023010312,1,30375
952885,1824828,553640123010312,1,30375
952885,1824828,553640223010312,1,30375
952885,1824828,553640323010312,1,30375
952885,1824828,553640423010312,1,30375
952885,1824828,553640523010312,1,30375
952885,1824828,553640623010312,1,30375
952885,1824828,553640723010312,1,30375
952885,1824828,553640823010312,1,30375
952885,1824828,553640923010312,1,30375
952885,1824828,553641023010312,1,30375
952885,1824828,553641123010312,1,30375
952885,1824828,553641223010312,1,30375
952885,1824828,553641323010312,1,30375
952885,1824828,553641423010312,1,30375
952885,1824828,553641523010312,1,30375
952885,1824828,553641623010312,1,30375
952885,1824828,553641723010312,1,30375
952885,1824828,553641823010312,1,30375
952885,1824828,553641923010312,1,30375
952885,1824828,553642023010312,1,30375
952885,1824828,553642123010312,1,30375
952885,1824828,553642223010312,1,30375
952885,1824828,553642323010312,1,30375
952885,1824828,553642423010312,1,30375
952885,1824828,553642523010312,1,30375
952885,1824828,553642623010312,1,30375
952885,1824828,553642723010312,1,30375
952885,1824828,553642823010312,1,30375
952885,1824828,553642923010312,1,30375
952885,1824828,553643023010312,1,30375
952885,1824828,553643123010312,1,30375
952885,1824828,553643223010312,1,30375
952885,1824828,553643323010312,1,30375
952885,1824828,553643423010312,1,30375
952885,1824828,553643523010312,1,30375
952885,1824828,553643623010312,1,30375
952885,1824828,553643723010312,1,30375
952885,1824828,553643823010312,1,30375
952885,1824828,553643923010312,1,30375
952885,1824828,553644023010312,1,30375
952885,1824828,553644123010312,1,30375
952885,1824828,553644223010312,1,30375
952885,1824828,553644323010312,1,30375
952885,1824828,553644423010312,1,30375
952885,1824828,553644523010312,1,30375
952885,1824828,553644623010312,1,30375
952885,1824828,553644723010312,1,30375
952885,1824828,553644823010312,1,30375
952885,1824828,553644923010312,1,30375
952885,1824828,553645023010312,1,30375
952885,1824828,553645123010312,1,30375
952885,1824828,553645223010312,1,30375
952885,1824828,553645323010312,1,30375
952885,1824828,553645423010312,1,30375
952885,1824828,553645523010312,1,30375
952885,1824828,553645623010312,1,30375
952885,1824828,553645723010312,1,30375
952885,1824828,553645823010312,1,30375
952885,1824828,553645923010312,1,30375
952885,1824828,553646023010312,1,30375
952885,1824828,553646123010312,1,30375
952885,1824828,553646223010312,1,30375
952885,1824828,553646323010312,1,30375
952885,1824828,553646423010312,1,30375
952885,1824828,553646523010312,1,30375
952885,1824828,553646623010312,1,30375
952885,1824828,553646723010312,1,30375
952885,1824828,553646823010312,1,30375
952885,1824828,553646923010312,1,30375
952885,1824828,553647023010312,1,30375
952885,1824828,553647123010312,1,30375
952885,1824828,553647223010312,1,30375
952885,1824828,553647323010312,1,30375
952885,1824829,553732623010312,1,30375
952885,1824829,553732723010312,1,30375
952885,1824829,553732823010312,1,30375
952885,1824829,553732923010312,1,30375
952885,1824829,553733023010312,1,30375
952885,1824829,553733123010312,1,30375
952885,1824829,553733223010312,1,30375
952885,1824829,553733323010312,1,30375
952885,1824829,553733423010312,1,30375
952885,1824829,553733523010312,1,30375
952885,1824829,553733623010312,1,30375
952885,1824829,553733723010312,1,30375
952885,1824829,553733823010312,1,30375
952885,1824829,553733923010312,1,30375
952885,1824829,553734023010312,1,30375
952885,1824829,553734123010312,1,30375
952885,1824829,553734223010312,1,30375
952885,1824829,553734323010312,1,30375
952885,1824829,553734423010312,1,30375
952885,1824829,553734523010312,1,30375
952885,1824829,553734623010312,1,30375
952885,1824829,553734723010312,1,30375
952885,1824829,553734823010312,1,30375
952885,1824829,553734923010312,1,30375
952885,1824829,553735023010312,1,30375
952885,1824829,553735123010312,1,30375
952885,1824829,553735223010312,1,30375
952885,1824829,553735323010312,1,30375
952885,1824829,553735423010312,1,30375
952885,1824829,553735523010312,1,30375
952885,1824829,553735623010312,1,30375
952885,1824829,553735723010312,1,30375
952885,1824829,553735823010312,1,30375
952885,1824829,553735923010312,1,30375
952885,1824829,553736023010312,1,30375
952885,1824829,553736123010312,1,30375
952885,1824829,553736223010312,1,30375
952885,1824829,553736323010312,1,30375
952885,1824829,553736423010312,1,30375
952885,1824829,553736523010312,1,30375
952885,1824829,553736623010312,1,30375
952885,1824829,553736723010312,1,30375
952885,1824829,553736823010312,1,30375
952885,1824829,553736923010312,1,30375
952886,1824830,553923834010312,0,30387
952886,1824830,553923934010312,0,30387
952886,1824830,553924034010312,0,30387
952886,1824830,553924134010312,0,30387
952886,1824830,553924234010312,0,30387
952886,1824830,553924334010312,0,30387
952886,1824830,553924434010312,0,30387
952886,1824830,553924534010312,0,30387
952886,1824830,553924634010312,0,30387
952886,1824830,553924734010312,0,30387
952886,1824830,553924834010312,0,30387
952886,1824830,553924934010312,0,30387
952886,1824830,553925034010312,0,30387
952886,1824830,553925134010312,0,30387
952886,1824830,553925234010312,0,30387
952886,1824830,553925334010312,0,30387
952886,1824830,553925434010312,0,30387
952886,1824830,553925534010312,0,30387
952886,1824830,553925634010312,0,30387
952887,1824831,552018610290212,0,30332
952887,1824831,552018710290212,0,30332
952887,1824831,552018810290212,0,30332
952887,1824831,552018910290212,0,30332
952887,1824831,552019010290212,0,30332
952887,1824831,552019110290212,0,30332
952887,1824831,552019210290212,0,30332
952887,1824831,552019310290212,0,30332
952887,1824831,552019410290212,0,30332
952887,1824831,552019510290212,0,30332
952887,1824831,552019610290212,0,30332
952887,1824831,552019710290212,0,30332
952887,1824831,552019810290212,0,30332
952887,1824831,552019910290212,0,30332
952887,1824831,552020010290212,0,30332
952887,1824831,552020110290212,0,30332
952887,1824831,552020210290212,0,30332
952887,1824831,552020310290212,0,30332
952887,1824831,552020410290212,0,30332
952887,1824831,552020510290212,0,30332
952887,1824831,552020610290212,0,30332
952887,1824831,552020710290212,0,30332
952887,1824831,552020810290212,0,30332
952887,1824831,552020910290212,0,30332
952887,1824831,552021010290212,0,30332
952887,1824831,552021110290212,0,30332
952887,1824831,552021210290212,0,30332
952887,1824831,552021310290212,0,30332
952887,1824831,552021410290212,0,30332
952887,1824831,552021510290212,0,30332
952887,1824831,552021610290212,0,30332
952887,1824831,552021710290212,0,30332
952887,1824831,552021810290212,0,30332
952887,1824831,552021910290212,0,30332
952887,1824831,552022010290212,0,30332
952887,1824831,552022110290212,0,30332
952887,1824831,552022210290212,0,30332
952887,1824831,552022310290212,0,30332
952887,1824831,552022410290212,0,30332
952887,1824831,552022510290212,0,30332
952887,1824831,552022610290212,0,30332
952887,1824831,552022710290212,0,30332
952887,1824831,552022810290212,0,30332
952887,1824831,552022910290212,0,30332
952887,1824831,552023010290212,0,30332
952887,1824831,552023110290212,0,30332
952887,1824831,552023210290212,0,30332
952887,1824831,552023310290212,0,30332
952887,1824831,552023410290212,0,30332
952887,1824831,552023510290212,0,30332
952887,1824831,552023610290212,0,30332
952887,1824831,552023710290212,0,30332
952887,1824831,552023810290212,0,30332
952887,1824831,552023910290212,0,30332
952887,1824831,552024010290212,0,30332
952887,1824831,552024110290212,0,30332
952887,1824831,552024210290212,0,30332
952887,1824831,552024310290212,0,30332
952887,1824831,552024410290212,0,30332
952887,1824831,552024510290212,0,30332
952887,1824831,552024610290212,0,30332
952887,1824831,552024710290212,0,30332
952887,1824831,552024810290212,0,30332
952887,1824831,552024910290212,0,30332
952887,1824831,552025010290212,0,30332
952887,1824831,552025110290212,0,30332
952887,1824831,552025210290212,0,30332
952887,1824831,552025310290212,0,30332
952887,1824831,552025410290212,0,30332
952887,1824831,552025510290212,0,30332
952887,1824831,552025610290212,0,30332
952887,1824831,552025710290212,0,30332
952887,1824831,552025810290212,0,30332
952887,1824831,552025910290212,0,30332
952887,1824831,552026010290212,0,30332
952887,1824831,552026110290212,0,30332
952887,1824831,552026210290212,0,30332
952887,1824831,552026310290212,0,30332
952887,1824831,552026410290212,0,30332
952887,1824831,552026510290212,0,30332
952887,1824831,552026610290212,0,30332
952887,1824831,552026710290212,0,30332
952887,1824831,552026810290212,0,30332
952887,1824831,552026910290212,0,30332
952887,1824831,552027010290212,0,30332
952887,1824831,552027110290212,0,30332
952887,1824831,552027210290212,0,30332
952887,1824831,552027310290212,0,30332
952887,1824831,552027410290212,0,30332
952887,1824831,552027510290212,0,30332
952887,1824831,552027610290212,0,30332
952887,1824831,552027710290212,0,30332
952887,1824831,552027810290212,0,30332
952887,1824831,552027910290212,0,30332
952887,1824831,552028010290212,0,30332
952887,1824831,552028110290212,0,30332
952887,1824831,552028210290212,0,30332
952887,1824831,552028310290212,0,30332
952887,1824831,552028410290212,0,30332
952887,1824831,552028510290212,0,30332
952887,1824831,552028610290212,0,30332
952887,1824831,552028710290212,0,30332
952887,1824831,552028810290212,0,30332
952887,1824831,552028910290212,0,30332
952887,1824831,552029010290212,0,30332
952887,1824831,552029110290212,0,30332
952887,1824831,552029210290212,0,30332
952887,1824831,552029310290212,0,30332
952888,1824832,552094220290212,1,30333
952888,1824832,552094320290212,1,30333
952888,1824832,552094420290212,1,30333
952888,1824832,552094520290212,1,30333
952888,1824832,552094620290212,1,30333
952888,1824832,552094720290212,1,30333
952888,1824832,552094820290212,1,30333
952888,1824832,552094920290212,1,30333
952888,1824832,552095020290212,1,30333
952888,1824832,552095120290212,1,30333
952888,1824832,552095220290212,1,30333
952888,1824832,552095320290212,1,30333
952888,1824832,552095420290212,1,30333
952888,1824832,552095520290212,1,30333
952888,1824832,552095620290212,1,30333
952888,1824832,552095720290212,1,30333
952888,1824832,552095820290212,1,30333
952888,1824832,552095920290212,1,30333
952888,1824832,552096020290212,1,30333
952888,1824832,552096120290212,1,30333
952888,1824832,552096220290212,1,30333
952888,1824832,552096320290212,1,30333
952888,1824832,552096420290212,1,30333
952888,1824832,552096520290212,1,30333
952888,1824832,552096620290212,1,30333
952888,1824832,552096720290212,1,30333
952888,1824832,552096820290212,1,30333
952888,1824832,552096920290212,1,30333
952888,1824832,552097020290212,1,30333
952888,1824832,552097120290212,1,30333
952888,1824832,552097220290212,1,30333
952888,1824832,552097320290212,1,30333
952888,1824832,552097420290212,1,30333
952888,1824832,552097520290212,1,30333
952888,1824832,552097620290212,1,30333
952888,1824832,552097720290212,1,30333
952888,1824832,552097820290212,1,30333
952888,1824832,552097920290212,1,30333
952888,1824832,552098020290212,1,30333
952888,1824832,552098120290212,1,30333
952888,1824832,552098220290212,1,30333
952888,1824832,552098320290212,1,30333
952888,1824832,552098420290212,1,30333
952888,1824832,552098520290212,1,30333
952888,1824832,552098620290212,1,30333
952888,1824832,552098720290212,1,30333
952888,1824832,552098820290212,1,30333
952888,1824832,552098920290212,1,30333
952888,1824832,552099020290212,1,30333
952888,1824832,552099120290212,1,30333
952888,1824832,552099220290212,1,30333
952888,1824832,552099320290212,1,30333
952888,1824832,552099420290212,1,30333
952888,1824832,552099520290212,1,30333
952888,1824832,552099620290212,1,30333
952888,1824832,552099720290212,1,30333
952888,1824832,552099820290212,1,30333
952888,1824832,552099920290212,1,30333
952888,1824832,552100020290212,1,30333
952888,1824832,552100120290212,1,30333
952888,1824832,552100220290212,1,30333
952888,1824832,552100320290212,1,30333
952888,1824832,552100420290212,1,30333
952888,1824832,552100520290212,1,30333
952888,1824832,552100620290212,1,30333
952888,1824832,552100720290212,1,30333
952888,1824832,552100820290212,1,30333
952888,1824832,552100920290212,1,30333
952888,1824832,552101020290212,1,30333
952888,1824832,552101120290212,1,30333
952888,1824832,552101220290212,1,30333
952888,1824832,552101320290212,1,30333
952888,1824832,552101420290212,1,30333
952888,1824832,552101520290212,1,30333
952888,1824832,552101620290212,1,30333
952888,1824832,552101720290212,1,30333
952888,1824832,552101820290212,1,30333
952888,1824832,552101920290212,1,30333
952888,1824832,552102020290212,1,30333
952888,1824832,552102120290212,1,30333
952888,1824832,552102220290212,1,30333
952888,1824832,552102320290212,1,30333
952888,1824832,552102420290212,1,30333
952888,1824832,552102520290212,1,30333
952888,1824832,552102620290212,1,30333
952888,1824832,552102720290212,1,30333
952888,1824832,552102820290212,1,30333
952888,1824832,552102920290212,1,30333
952888,1824832,552103020290212,1,30333
952888,1824832,552103120290212,1,30333
952888,1824832,552103220290212,1,30333
952888,1824832,552103320290212,1,30333
952888,1824832,552103420290212,1,30333
952888,1824832,552103520290212,1,30333
952888,1824832,552103620290212,1,30333
952888,1824832,552103720290212,1,30333
952888,1824832,552103820290212,1,30333
952888,1824832,552103920290212,1,30333
952888,1824832,552104020290212,1,30333
952888,1824832,552104120290212,1,30333
952888,1824832,552104220290212,1,30333
952888,1824832,552104320290212,1,30333
952888,1824832,552104420290212,1,30333
952888,1824832,552104520290212,1,30333
952888,1824832,552104620290212,1,30333
952888,1824832,552104720290212,1,30333
952888,1824832,552104820290212,1,30333
952888,1824832,552104920290212,1,30333
952888,1824832,552105020290212,1,30333
952889,1824833,552170510290212,0,30876
952889,1824833,552170610290212,0,30876
952889,1824833,552170710290212,0,30876
952889,1824833,552170810290212,0,30876
952889,1824833,552170910290212,0,30876
952889,1824833,552171010290212,0,30876
952889,1824833,552171110290212,0,30876
952889,1824833,552171210290212,0,30876
952889,1824833,552171310290212,0,30876
952889,1824833,552171410290212,0,30876
952889,1824833,552171510290212,0,30876
952889,1824833,552171610290212,0,30876
952889,1824833,552171710290212,0,30876
952889,1824833,552171810290212,0,30876
952889,1824833,552171910290212,0,30876
952889,1824833,552172010290212,0,30876
952889,1824833,552172110290212,0,30876
952889,1824833,552172210290212,0,30876
952889,1824833,552172310290212,0,30876
952889,1824833,552172410290212,0,30876
952889,1824833,552172510290212,0,30876
952889,1824833,552172610290212,0,30876
952889,1824833,552172710290212,0,30876
952889,1824833,552172810290212,0,30876
952889,1824833,552172910290212,0,30876
952889,1824833,552173010290212,0,30876
952889,1824833,552173110290212,0,30876
952889,1824833,552173210290212,0,30876
952889,1824834,552173310290212,0,30876
952889,1824834,552173410290212,0,30876
952889,1824834,552173510290212,0,30876
952889,1824834,552173610290212,0,30876
952889,1824834,552173710290212,0,30876
952889,1824834,552173810290212,0,30876
952889,1824834,552173910290212,0,30876
952889,1824834,552174010290212,0,30876
952889,1824834,552174110290212,0,30876
952889,1824834,552174210290212,0,30876
952889,1824834,552174310290212,0,30876
952889,1824834,552174410290212,0,30876
952889,1824834,552174510290212,0,30876
952889,1824834,552174610290212,0,30876
952889,1824834,552174710290212,0,30876
952889,1824834,552174810290212,0,30876
952889,1824834,552174910290212,0,30876
952889,1824834,552175010290212,0,30876
952889,1824834,552175110290212,0,30876
952889,1824834,552175210290212,0,30876
952889,1824834,552175310290212,0,30876
952889,1824834,552175410290212,0,30876
952889,1824834,552175510290212,0,30876
952889,1824834,552175610290212,0,30876
952889,1824834,552175710290212,0,30876
952889,1824834,552175810290212,0,30876
952889,1824834,552175910290212,0,30876
952889,1824835,552184110290212,0,30876
952889,1824835,552184210290212,0,30876
952889,1824835,552184310290212,0,30876
952889,1824835,552184410290212,0,30876
952889,1824835,552184510290212,0,30876
952889,1824835,552184610290212,0,30876
952889,1824835,552184710290212,0,30876
952889,1824835,552184810290212,0,30876
952889,1824835,552184910290212,0,30876
