stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
8634,100,רמות-מחסום צפון,כתובת:שדרות גולדה מאיר  ירושלים,31.826171,35.188657
8635,101,שדרות גולדה מאיר/שיבת ציון,כתובת:שדרות גולדה מאיר  ירושלים,31.816092,35.195758
8636,102,הר חוצבים-מערב,כתובת:שדרות גולדה מאיר  ירושלים,31.799709,35.210145
8637,103,גולדה/הרטום,כתובת:שדרות גולדה מאיר  ירושלים,31.800019,35.214581
8638,105,גבעת משה,כתובת:גבעת משה 2 ירושלים,31.797672,35.217146
8639,106,גבעת משה/ גולדה מאיר,כתובת:גבעת משה 3 ירושלים,31.797559,35.217064
8640,107,גבעת משה/ עזרת תורה,כתובת:גבעת משה 20 ירושלים,31.798033,35.214565
8641,108,עזרת תורה/ אבן האזל,כתובת:עזרת תורה 25 ירושלים,31.797540,35.213725
8642,109,עזרת תורה/ דורש טוב,כתובת:עזרת תורה 21 ירושלים,31.796788,35.212995
8643,110,גבעת משה/דורש טוב,כתובת:עזרת תורה 14 ירושלים,31.796144,35.212657
8644,111,יעקובזון/ עזרת תורה,כתובת:יעקובזון 1 ירושלים,31.794648,35.211682
8645,112,יעקובזון/ שפע חיים,כתובת:יעקובזון  ירושלים,31.794977,35.211669
8646,113,זית רענן/ אוהל יהושוע,כתובת:זית רענן 2 ירושלים,31.796184,35.211143
8647,115,קרית בנות/זית רענן,כתובת:זית רענן  ירושלים,31.798383,35.209538
8648,116,סורוצקין / זית רענן,כתובת:הרב סורוצקין 48 ירושלים,31.798733,35.208898
8649,117,בית כנסת ביאלה,כתובת:הרב סורוצקין 43 ירושלים,31.799105,35.206911
8650,118,סורוצקין ב,כתובת:הרב סורוצקין 42 ירושלים,31.799106,35.206906
8651,119,סורוצקין / שנירר,כתובת:הרב סורוצקין 29 ירושלים,31.797599,35.205658
8652,120,סורוצקין / שנירר,כתובת:הרב סורוצקין 38 ירושלים,31.797771,35.205656
8653,121,סורוצקין ב,כתובת:הרב סורוצקין 13 ירושלים,31.796046,35.206148
8654,122,סורוצקין ד,כתובת:הרב סורוצקין 26 ירושלים,31.795812,35.206191
8655,123,סורוצקין א,כתובת:הרב סורוצקין 9 ירושלים,31.794902,35.205207
8656,124,סורוצקין א,כתובת:הרב סורוצקין 14 ירושלים,31.794936,35.204954
8657,125,סורוצקין / פנים מאירות,כתובת:הרב סורוצקין 3 ירושלים,31.794651,35.203665
8658,126,סורוצקין / פנים מאירות,כתובת:הרב סורוצקין 6 ירושלים,31.794709,35.203770
8659,127,פנים מאירות,כתובת:פנים מאירות 11 ירושלים,31.795903,35.201782
8660,128,פנים מאירות דרום,כתובת:פנים מאירות 12 ירושלים,31.795938,35.201776
8661,129,פנים מאירות,כתובת:פנים מאירות  ירושלים,31.796926,35.200323
8662,130,המ''ג/ מענה שמחה,כתובת:המ''ג 40 ירושלים,31.796706,35.199907
8663,131,המ''ג,כתובת:המ''ג 21 ירושלים,31.794004,35.199838
8664,132,המ''ג/ראשל''צ צפון,כתובת:המ''ג 26 ירושלים,31.793614,35.199927
8665,134,המ''ג/ ראשון לציון,כתובת:המ''ג 15 ירושלים,31.792977,35.200019
8666,135,המ''ג/ירמיהו דרום,כתובת:המ''ג 5 ירושלים,31.790995,35.199935
8667,136,המ''ג/ ירמיהו,כתובת:המ''ג 8 ירושלים,31.791066,35.199919
8668,137,הרוא''ה-פינת הים,כתובת:הרא''ה  ירושלים,31.819278,35.198983
8669,138,מירסקי/ מינץ,כתובת:יצחק מירסקי 27 ירושלים,31.821373,35.194681
8670,139,חזקיה שבתאי/בית יעקב,כתובת:הרב חזקיה שבתאי  ירושלים,31.821490,35.196828
8671,140,ישיבת הרבין,כתובת:הרב ולנשטיין  ירושלים,31.821179,35.198274
8672,141,ולנשטיין א,כתובת:הרב ולנשטיין  ירושלים,31.819434,35.198650
8673,142,ולנשטיין,כתובת:הרב ולנשטיין  ירושלים,31.818064,35.197387
8674,143,ולנשטיין/ נוף רמות,כתובת:הרב ולנשטיין  ירושלים,31.818884,35.196045
8675,144,ולנשטיין/ קהילת אונגוואר,כתובת:הרב ולנשטיין  ירושלים,31.820158,35.195230
8676,145,מינץ/הרב רובין,כתובת:בנימין מינץ 8 ירושלים,31.821584,35.192956
8677,146,מירסקי/ מינץ,כתובת:בנימין מינץ 3 ירושלים,31.821291,35.193344
8678,147,מינץ,כתובת:בנימין מינץ 20 ירושלים,31.823633,35.192175
8679,148,מינץ,כתובת:בנימין מינץ 23 ירושלים,31.823263,35.192460
8680,149,מינץ/רובין,כתובת:בנימין מינץ 58 ירושלים,31.824803,35.189822
8681,150,מינץ/ רובין,כתובת:בנימין מינץ 39 ירושלים,31.824592,35.190247
8682,151,רקנטי/ המשורר אצ''ג,כתובת:אברהם רקנאטי  ירושלים,31.820410,35.187617
8683,152,רקנטי/ אידלזון דרום,כתובת:אברהם רקנאטי 36 ירושלים,31.817822,35.190399
8684,153,רקנטי/ ישראל בן זאב,כתובת:אברהם רקנאטי  ירושלים,31.817003,35.192590
8685,154,מילובאוויטש/דרוק,כתובת:האדמו''ר מליובאוויטש 3 ירושלים,31.810204,35.213980
8686,155,אגרות משה/חזון אי''ש,כתובת:איגרות משה 6 ירושלים,31.808691,35.224903
8687,156,אגרות משה / הרשלר,כתובת:איגרות משה 18 ירושלים,31.808993,35.223918
8688,157,אגרות משה / כהנמן,כתובת:איגרות משה 20 ירושלים,31.809334,35.222147
8689,158,הרב חדש/ בוקסבוים,כתובת:הרב מאיר חדש 2 ירושלים,31.810176,35.220701
8690,159,הרב חדש/ חזון איש,כתובת:הרב מאיר חדש 8 ירושלים,31.810164,35.219029
8691,160,ברכת אברהם/ גולדקנופף,כתובת:ברכת אברהם  ירושלים,31.811339,35.217393
8692,161,קהילת יעקב/דרוק,כתובת:קהילות יעקב 26 ירושלים,31.812799,35.218902
8693,162,הרב דרוק א,כתובת:רבי שלמה זלמן דרוק 99 ירושלים,31.813211,35.219197
8694,163,הרב דרוק ב,כתובת:רבי שלמה זלמן דרוק 87 ירושלים,31.814429,35.217415
8695,164,הרב דרוק/ זולטי,כתובת:רבי שלמה זלמן דרוק 71 ירושלים,31.813695,35.215291
8696,165,זולטי/ הרב דרוק,כתובת:  ירושלים,31.812837,35.215000
8697,166,זולטי,כתובת:הרב בצלאל זולטי 14 ירושלים,31.810524,35.215714
8698,167,זלוטי /חזון אי''ש,כתובת:הרב בצלאל זולטי  ירושלים,31.809862,35.217333
8699,168,חזון איש/ זולטי,כתובת:חזון אי''ש 45 ירושלים,31.809594,35.218837
8700,169,חזון אי''ש/האדמו''ר מליובאויטש,כתובת:חזון אי''ש 35 ירושלים,31.808723,35.219847
8701,170,מיליובאוויטש/חזון אי''ש,כתובת:האדמו''ר מליובאוויטש 46 ירושלים,31.807812,35.219890
8702,171,מילובאוויטש/לופיאן,כתובת:האדמו''ר מליובאוויטש  ירושלים,31.808658,35.216597
8703,172,גבעת שאול/ויצמן צפון,כתובת:גבעת שאול 4 ירושלים,31.791219,35.195970
8704,173,גבעת שאול-ויצמן דרום,כתובת:גבעת שאול 3 ירושלים,31.791151,35.196126
8705,174,גבעת שאול-קוטלר,כתובת:גבעת שאול 7 ירושלים,31.791572,35.195118
8706,175,גבעת שאול/כתב סופר,כתובת:גבעת שאול 20 ירושלים,31.791918,35.193933
8707,176,גבעת שאול/עמרם גאון,כתובת:גבעת שאול 17 ירושלים,31.792144,35.192731
8708,177,נג'ארה/עזריאן,כתובת:רבי ישראל נג'ארה 2 ירושלים,31.791981,35.191976
8709,178,נג'ארה/עוזיאל,כתובת:רבי ישראל נג'ארה 31 ירושלים,31.790230,35.191492
8710,179,נג'ארה/הראובני,כתובת:רבי ישראל נג'ארה 30 ירושלים,31.789365,35.191232
8711,180,כפר שאול/קצנלבוגן,כתובת:הרב רפאל קצנלבוגן 85 ירושלים,31.786398,35.179497
8712,181,קצנלבוגן ב,כתובת:הרב רפאל קצנלבוגן 81 ירושלים,31.784214,35.177927
8713,182,תלמוד תורה  אורחות איש,כתובת:הרב רפאל קצנלבוגן 55 ירושלים,31.782764,35.177046
8714,183,קצנבולגן-גן דוד,כתובת:הרב רפאל קצנלבוגן 33 ירושלים,31.784319,35.175092
8715,184,קצנבולגן/הקבלן,כתובת:הרב רפאל קצנלבוגן 19 ירושלים,31.787145,35.174953
8716,185,בית כנסת הגרביא,כתובת:הרב רפאל קצנלבוגן 5 ירושלים,31.788223,35.173536
8717,186,הרב רפאל קצנלבוגן/הרב שאול,כתובת:הרב רפאל קצנלבוגן 1 ירושלים,31.789480,35.173677
8718,187,שאולזון/משקלוב,כתובת:הרב ש. שאולזון 23 ירושלים,31.789179,35.172370
8719,188,שאולזון/מרכז מסחרי,כתובת:הרב ש. שאולזון 48 ירושלים,31.787362,35.172797
8720,189,שאולזון/משקלוב,כתובת:הרב ש. שאולזון 55 ירושלים,31.785598,35.173991
8721,190,שאולזון/פרנס,כתובת:הרב ש. שאולזון 78 ירושלים,31.783128,35.173562
8722,191,הרב יצחק חי טייב/אהרון ברנס,כתובת:הרב יצחק חי טייב 55 ירושלים,31.781695,35.173099
8723,192,הרב יצחק חי טייב/הרב שאול,כתובת:הרב יצחק חי טייב 43 ירושלים,31.783232,35.171764
8724,193,יצחק טייב/ברנד,כתובת:הרב יצחק חי טייב 27 ירושלים,31.785643,35.172358
8725,194,יצחק טייב/בויאן,כתובת:הרב יצחק חי טייב 5 ירושלים,31.788347,35.170899
8726,195,הרב נסים,כתובת:הרב אברהם דוד רוזנטל  ירושלים,31.790448,35.177378
8727,196,הרב נסים/ כנפי נשרים,כתובת:הרב אברהם דוד רוזנטל  ירושלים,31.788531,35.178670
8728,197,הפסגה / הרצל,כתובת:הפסגה 2 ירושלים,31.770873,35.182382
8729,198,הפסגה-צפון,כתובת:הפסגה 3 ירושלים,31.770757,35.182384
8730,199,הפסגה-ברגמן,כתובת:הפסגה 13 ירושלים,31.769609,35.182504
8731,200,הרוזמרין /צ.המנהרות,כתובת:הרוזמרין 57 ירושלים,31.732204,35.202072
8732,201,דוב יוסף/רוזמרין,כתובת:דב יוסף  ירושלים,31.734028,35.194612
8733,202,מסוף מלחה/ תחנת רכבת,כתובת:דרך אגודת ספורט בית''ר  ירושלים,31.751275,35.188719
8734,203,חניון הלאום,כתובת:שדרות הנשיא השישי  ירושלים,31.783080,35.203200
8735,204,שרי ישראל/ רש'י,כתובת:שדרות שרי ישראל 7 ירושלים,31.790097,35.207327
8736,205,בית כנסת באיאן,כתובת:לואיס ברנדייס 4 ירושלים,31.791543,35.210169
8737,207,3 שכונת בזבז,כתובת:  ירושלים,31.770650,35.243386
8738,208,וואדי קדום 6,כתובת:  ירושלים,31.767178,35.247751
8739,209,וואדי קדום 5,כתובת:  ירושלים,31.767884,35.248367
8740,210,שמואל הנביא/ יחזקאל,כתובת:שמואל הנביא 71 ירושלים,31.793343,35.222215
8741,211,שמואל הנביא/ ארזי הבירה,כתובת:שמואל הנביא 45 ירושלים,31.791214,35.224281
8742,212,חיל ההנדסה/זקס,כתובת:משה זקס 4 ירושלים,31.789734,35.225924
8743,213,זקס/שמואל הנביא,כתובת:משה זקס 7 ירושלים,31.789789,35.225832
8744,214,שמואל הנביא/ ארזי הבירה,כתובת:שמואל הנביא 46 ירושלים,31.791373,35.224185
8745,215,שמואל הנביא/ תדהר,כתובת:שמואל הנביא 70 ירושלים,31.792947,35.222765
8746,216,וואדי קדום 4,כתובת:  ירושלים,31.769444,35.248872
8747,217,וואדי קדום 3,כתובת:  ירושלים,31.770063,35.248754
8748,218,ירמיהו / אלקנה,כתובת:ירמיהו 18 ירושלים,31.792805,35.213284
8749,221,שדרות רבין/ שדרות הנשיא הש,כתובת:שדרות יצחק רבין  ירושלים,31.782938,35.202081
8750,222,מסוף מלחה/ תחנת רכבת,כתובת:דרך אגודת ספורט בית''ר  ירושלים,31.751338,35.188576
8751,223,רוזמרין/ אונטרמן,כתובת:הרוזמרין 8 ירושלים,31.732801,35.195864
8752,224,כביש 60/ רוזמרין,כתובת:60  ירושלים,31.731126,35.202146
8753,225,וואדי קדום 2,כתובת:  ירושלים,31.772201,35.248926
8754,226,פרכשטיין/ קרית משה,כתובת:יהושוע פרבשטיין 22 ירושלים,31.786065,35.192516
8755,227,כנפי נשרים/ פרכשטיין,כתובת:כנפי נשרים 4 ירושלים,31.787706,35.192306
8756,228,כנפי נשרים/ עם ועולמו,כתובת:כנפי נשרים 20 ירושלים,31.787699,35.188761
8757,229,כנפי נשרים,כתובת:כנפי נשרים 28 ירושלים,31.787663,35.183835
8758,230,הרב נסים/ המלמד,כתובת:הרב אברהם דוד רוזנטל  ירושלים,31.787750,35.179645
8759,231,הרב נסים,כתובת:הרב אברהם דוד רוזנטל  ירושלים,31.788873,35.178453
8760,232,בית כנסת הגר'א,כתובת:הרב רפאל קצנלבוגן 10 ירושלים,31.787987,35.173806
8761,233,קצנלבוגן / אגסי,כתובת:הרב רפאל קצנלבוגן 30 ירושלים,31.786621,35.175236
8762,234,קצנלבוגן,כתובת:הרב רפאל קצנלבוגן 54 ירושלים,31.783753,35.175004
8763,235,ת'ת אורחות איש,כתובת:הרב רפאל קצנלבוגן 70 ירושלים,31.782742,35.177462
8764,236,קצנלבוגן ב,כתובת:הרב רפאל קצנלבוגן 86 ירושלים,31.784173,35.177974
8765,237,קצנלבוגן א,כתובת:הרב רפאל קצנלבוגן 96 ירושלים,31.786079,35.179312
8766,238,ביה'ח הדסה/קלמן יעקב מן,כתובת:396  ירושלים,31.763905,35.151160
8767,239,דרך יריחו,כתובת:דרך יריחו  ירושלים,31.773063,35.249379
8768,242,הפסגה / המלבים,כתובת:הפסגה 38 ירושלים,31.766832,35.183669
8769,243,קרית נוער ירושלים,כתובת:הרב פרנק 28 ירושלים,31.763560,35.185437
8770,244,דרך יריחו/א-שייח,כתובת:דרך יריחו  ירושלים,31.771703,35.250273
8771,245,עמר בן אלעס/דרך שכם,כתובת:עמר בן אלעס 4 ירושלים,31.785804,35.229409
8772,246,צומת עמר בן אלעס,כתובת:עמר בן אלעס 7 ירושלים,31.786141,35.230243
8773,247,בי''ס תיכון עירוני לבנות אלמאמו,כתובת:חאתם א טאווי  ירושלים,31.789566,35.231503
8774,248,הספרייה העירונית/אח'וואן ספא,כתובת:אח'וואן א ספא 47 ירושלים,31.788164,35.232198
8775,249,אבן בטוטה/אבן ח'לדון,כתובת:אבן בטוטה 3 ירושלים,31.786730,35.232120
8776,250,אל חרירי/אבן בטוטה,כתובת:אל חרירי 6 ירושלים,31.786537,35.234145
8777,251,א זהרא/אבן ח'לדון,כתובת:א זהרא' 4 ירושלים,31.786063,35.231633
8778,252,סלאח א דין/אבן סינא,כתובת:סלאח א דין 4 ירושלים,31.783889,35.232914
8779,253,צ.אדין/פ.דלמאן,כתובת:סלאח א דין 30 ירושלים,31.786609,35.230614
8780,254,משרד המשפטים/סלאח א דין,כתובת:סלאח א דין 31 ירושלים,31.787208,35.230110
8781,255,בית משפט מחוזי/סלאח א דין,כתובת:סלאח א דין 38 ירושלים,31.787703,35.229690
8782,256,דרך שכם/לואי ונסן,כתובת:דרך שכם 51 ירושלים,31.789368,35.228948
8783,257,דרך שכם/לואי ונסן,כתובת:דרך שכם 24 ירושלים,31.789375,35.228949
8784,259,בית וגן / פרנקל,כתובת:בית וגן 81 ירושלים,31.765841,35.185393
8785,262,ישיבת נתיב מאיר,כתובת:הפסגה 15 ירושלים,31.769344,35.182554
8786,263,דרך שכם/טובלר,כתובת:דרך שכם 71 ירושלים,31.792568,35.229149
8787,264,דרך שכם/טובלר,כתובת:דרך שכם 42 ירושלים,31.792131,35.228963
8788,265,בי''ס בריטי לארכיאולוגיה/דרך הר הזיתים,כתובת:דרך הר הזיתים 9 ירושלים,31.793086,35.230259
8789,267,קצנלבוגן א,כתובת:הרב רפאל קצנלבוגן 96 ירושלים,31.785994,35.179232
8790,270,קצנלבוגן ג,כתובת:הרב רפאל קצנלבוגן 41 ירושלים,31.783674,35.175012
8791,271,כצנלבוגן/ הקבלן,כתובת:הרב רפאל קצנלבוגן 19 ירושלים,31.787218,35.174921
8792,273,שאולזון,כתובת:הרב ש. שאולזון 3 ירושלים,31.790665,35.175940
8793,276,כנפי נשרים/ בקי,כתובת:כנפי נשרים 25 ירושלים,31.787390,35.182419
8794,277,כנפי נשרים/ שטנר,כתובת:כנפי נשרים 11 ירושלים,31.787605,35.188181
8795,278,כנפי נשרים/ פרכשטיין,כתובת:כנפי נשרים  ירושלים,31.787610,35.192125
8796,279,פרכשטיין/ בית הדפוס,כתובת:יהושוע פרבשטיין 7 ירושלים,31.785975,35.192405
8797,280,האדמו''ר מלובאויטש/דרוק,כתובת:האדמו''ר מליובאוויטש 8 ירושלים,31.809903,35.214186
8798,281,לובביץ/ לופיאן,כתובת:האדמו''ר מליובאוויטש 42 ירושלים,31.808499,35.217427
8799,282,חזון אי''ש/האדמור מלובאויטש,כתובת:חזון אי''ש 46 ירושלים,31.808394,35.220188
8800,284,קהילת יעקב/ ברכת אברהם,כתובת:קהילות יעקב 22 ירושלים,31.812838,35.218446
8801,290,זולטי/ חזון איש,כתובת:הרב בצלאל זולטי 28 ירושלים,31.809830,35.217422
8802,291,הרב חדש/ חזון איש,כתובת:הרב מאיר חדש 11 ירושלים,31.810093,35.218754
8803,292,הרב חדש / אגרות משה,כתובת:הרב מאיר חדש 5 ירושלים,31.810124,35.220308
8804,293,אגרות משה / כהנמן,כתובת:איגרות משה 23 ירושלים,31.809578,35.221886
8805,294,אגרות משה / חזו'א,כתובת:איגרות משה 1 ירושלים,31.808447,35.225052
8806,295,אגרות משה / חזו'א,כתובת:איגרות משה 2 ירושלים,31.808290,35.225091
8807,300,זולטי/ חזון איש,כתובת:הרב בצלאל זולטי  ירושלים,31.809885,35.217268
8808,301,זולטי,כתובת:הרב בצלאל זולטי 13 ירושלים,31.810542,35.215690
8809,302,זולטי/ברים,כתובת:  ירושלים,31.812314,35.214847
8810,303,הרב דרוק/ זולטי,כתובת:רבי שלמה זלמן דרוק 58 ירושלים,31.814061,35.215921
8811,304,הרב דרוק ב,כתובת:רבי שלמה זלמן דרוק 68 ירושלים,31.814408,35.217492
8812,305,הרב דרוק א,כתובת:רבי שלמה זלמן דרוק 80 ירושלים,31.813284,35.219145
8813,306,קהילת יעקב/ הרב דרוק,כתובת:קהילות יעקב 22 ירושלים,31.812858,35.218202
8814,307,ברכת אברהם/ גולדקנוף,כתובת:ברכת אברהם  ירושלים,31.811570,35.217424
8815,312,האדמו''ר מליובאוויטש/רבי דרוק,כתובת:האדמו''ר מליובאוויטש 1 ירושלים,31.810503,35.213707
8816,313,השגרירות הטורקית/דרך שכם,כתובת:שייח' ג'ראח 2 ירושלים,31.795731,35.230438
8817,314,דרך שכם/רג'יב נשאשיבי,כתובת:דרך שכם  ירושלים,31.795918,35.230804
8818,315,הקונגרס הציוני/ גולדה מאיר,כתובת:הקונגרס הציוני  ירושלים,31.818049,35.193668
8819,316,רקנטי/בן זאב,כתובת:אברהם רקנאטי 12 ירושלים,31.817165,35.192803
8820,317,רקנטי/ אידלזון דרום,כתובת:אברהם רקנאטי 42 ירושלים,31.817991,35.189658
8821,318,רקנטי/ אידלזון צפון,כתובת:אברהם רקנאטי  ירושלים,31.820309,35.187690
8822,319,קןפת חולים כללית שייח גראח,כתובת:קלרמון גאנו 3 ירושלים,31.795893,35.233187
8823,325,חיזקיהו שבתאי ב',כתובת:הרב ולנשטיין  ירושלים,31.819861,35.198937
8824,329,רמות/ סולם יעקב צפון,כתובת:רמות  ירושלים,31.821193,35.200342
8825,330,רמות/ סולם יעקב דרום,כתובת:רמות  ירושלים,31.818591,35.202501
8826,331,שיבת ציון/ שירת הים,כתובת:שיבת ציון  ירושלים,31.816722,35.201428
8827,332,שיבת ציון/כיסופים,כתובת:שיבת ציון  ירושלים,31.815537,35.199421
8828,333,שיבת ציון/ מורגנטאו,כתובת:שיבת ציון 10 ירושלים,31.815729,35.199728
8829,334,שיבת ציון/ אבא הלל,כתובת:שיבת ציון  ירושלים,31.816650,35.201508
8830,335,רמות/ סולם יעקב דרום,כתובת:רמות  ירושלים,31.818490,35.202494
8831,336,רמות/ סולם יעקב צפון,כתובת:רמות  ירושלים,31.821386,35.199824
8832,345,הקונגרס/ רקנטי,כתובת:הקונגרס הציוני  ירושלים,31.817292,35.194055
8833,346,לוחמי הגטאות/כניסה לעיסאוויה,כתובת:לוחמי הגטאות  ירושלים,31.800413,35.241977
8834,347,לוחמי הגטאות/יציאה מעיסאוויה,כתובת:לוחמי הגטאות  ירושלים,31.800487,35.241125
8835,350,מג,כתובת:המ''ג 32 ירושלים,31.794676,35.199653
8836,352,פנים מאירות,כתובת:פנים מאירות 16 ירושלים,31.795038,35.201950
8837,355,סורוצקין ב,כתובת:הרב סורוצקין 28 ירושלים,31.796093,35.206134
8838,357,קרית הילד,כתובת:הרב סורוצקין 44 ירושלים,31.799075,35.207245
8839,363,מעגלי הרי'ם לוין א,כתובת:מעגלי הרי''ם לוין 6 ירושלים,31.801267,35.216770
8840,364,מעגלי הרי'ם לוין ב,כתובת:מעגלי הרי''ם לוין 12 ירושלים,31.802867,35.216369
8841,365,בית התלמוד,כתובת:מעגלי הרי''ם לוין 16 ירושלים,31.803393,35.217578
8842,366,מעגלי הרי'ם לוין ג,כתובת:מעגלי הרי''ם לוין 28 ירושלים,31.802639,35.219403
8843,367,מעגלי הרי'ם לוין/ ים סוף,כתובת:מעגלי הרי''ם לוין 38 ירושלים,31.801214,35.219017
8844,368,מעגלי הרי'ם לוין/ ים סוף,כתובת:מעגלי הרי''ם לוין 38 ירושלים,31.801403,35.219254
8845,369,מעגלי הרי'ם לוין ג,כתובת:מעגלי הרי''ם לוין 26 ירושלים,31.802735,35.219319
8846,370,כנסת יהודה,כתובת:מעגלי הרי''ם לוין 35 ירושלים,31.803373,35.218076
